,query,knnrec1,knnrec2,knnrec3,knnrec4,knnrec5,knnrec6,knndist1,knndist2,knndist3,knndist4,knndist5,knndist6,lshrec1,lshrec2,lshrec3,lshrec4,lshrec5,lshrec6
0,7562104793,7562104793,7562104702,7564090148,7564087671,7556688071,7549656205,0.0,0.0,0.32863553469555173,0.3388919361199938,0.34297198832015985,0.3516919966661064,7563855761,7564564107,7565410111,7564580384,7552753648,7560034704
0,7562104702,7562104793,7562104702,7564090148,7564087671,7556688071,7549656205,0.0,0.0,0.32863553469555173,0.3388919361199938,0.34297198832015985,0.3516919966661064,7563855761,7564564107,7565410111,7564580384,7552753648,7560034704
0,7565695339,7562301648,7565695339,7565300536,7563460210,7563865526,7564906523,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,7563447612,7562734030,7563427409,,,
0,7565667427,7562646293,7562648118,7565668065,7562647419,7564840645,7562288084,0.0,0.0,0.0,0.0,0.0,0.0,7564423881,7564160634,7558175562,7562402463,7561678508,7554240494
0,7565673909,7565673909,7564549967,7565676662,7554891141,7553032191,7561971033,0.0,0.0,0.11034739785470515,0.16937439513974006,0.18505687754216293,0.1914301453576841,7552770295,7558845330,7565410111,7560785273,7563865526,7560627168
0,7565676662,7565676662,7553032191,7565673909,7564549967,7541021311,7564960178,2.220446049250313e-16,0.07084702834598022,0.11034739785470493,0.11034739785470493,0.11437533035598868,0.12344359645746372,7558722376,7563209728,7563538577,7559250668,7563059121,7564651480
0,7565666380,7562646293,7562648118,7565668065,7562647419,7564840645,7562288084,0.0,0.0,0.0,0.0,0.0,0.0,7564423881,7564160634,7558175562,7562402463,7561678508,7554240494
0,7565668065,7562646293,7562648118,7565668065,7562647419,7564840645,7562288084,0.0,0.0,0.0,0.0,0.0,0.0,7564423881,7564160634,7558175562,7562402463,7561678508,7554240494
0,7564773466,7564773466,7564773707,7546786784,7552298732,7560921727,7556877408,0.0,0.09576856783359189,0.16586714099627886,0.16932475735810026,0.18617359978293657,0.18617639068710712,7562551476,7564822426,7565651915,7565659070,7565658503,7554155943
0,7564773707,7564773707,7564773466,7546786784,7552298732,7560922083,7560921791,0.0,0.09576856783359189,0.14618616347083946,0.18770624585340445,0.19447806336746676,0.19797488297102117,7562551476,7565651915,7565652541,7563890602,7565659616,7554155943
0,7562402463,7562402463,7559237610,7546665552,7565652541,7562160883,7557871228,0.0,0.06507759264895074,0.10593170527461293,0.1454490227113845,0.16565462240879136,0.20636538989081932,7554765065,7564549967,7553980497,7561160623,7563489843,7563860049
0,7562646293,7562646293,7562648118,7565668065,7562647419,7564840645,7562288084,0.0,0.0,0.0,0.0,0.0,0.0,7564423881,7564160634,7558175562,7562402463,7561678508,7554240494
0,7562647419,7562646293,7562648118,7565668065,7562647419,7564840645,7562288084,0.0,0.0,0.0,0.0,0.0,0.0,7564423881,7564160634,7558175562,7562402463,7561678508,7554240494
0,7562648118,7562646293,7562648118,7565668065,7562647419,7564840645,7562288084,0.0,0.0,0.0,0.0,0.0,0.0,7564423881,7564160634,7558175562,7562402463,7561678508,7554240494
0,7561738077,7561738077,7559925463,7548570455,7547545835,7561482601,7565096399,0.0,0.32832282684461644,0.32865692154628146,0.34984500570651855,0.36927350072793086,0.39107562915033134,7564564107,7563720731,7560115311,7564095098,7564281066,7563563838
0,7565651915,7565651915,7563159530,7553307981,7559239074,7565652541,7558623281,0.0,0.008263162113064215,0.06833214952222322,0.08757377828450341,0.14321287076322597,0.16540641081167407,7560001897,7563132339,7560921764,7559804496,7564874109,7561278094
0,7565652541,7565652541,7559237610,7565651915,7562402463,7563159530,7546665552,1.1102230246251565e-16,0.10482136821687815,0.14321287076322586,0.1454490227113845,0.15547061213619262,0.1558222243216585,7560001897,7563132339,7564108070,7562727701,7563354682,7563860049
0,7563142561,7563142561,7561602670,7549273309,7551799969,7558127686,7562966526,0.0,0.021085026372937188,0.0988795844407292,0.13832275383247195,0.2067942221293243,0.22020238497639744,7565573200,7553998749,7564500743,7564989437,7563408715,7564346712
0,7565659070,7565659070,7565151597,7563282576,7565155963,7561482601,7565096399,2.220446049250313e-16,0.16632617846508868,0.1727645978512362,0.1854830968019514,0.24252389558443765,0.27276789821589464,7564091716,7565573200,7553998749,7564500743,7563883626,7564346712
0,7565659616,7561633528,7563438962,7564534684,7561907252,7565277525,7564200054,0.0,0.0,0.0,0.0,0.0,0.0,7561708566,,,,,
0,7565658503,7565658503,7554791676,7549536856,7551604166,7554792683,7563880722,1.1102230246251565e-16,0.10888206702681447,0.127559310030817,0.12995146384469047,0.1936281121424568,0.1980498477099869,7563548202,7561961394,7561809950,7554828362,7564989437,7563408715
0,7565656259,7565656259,7554953697,7546056562,7558972087,7565612050,7560086521,0.0,0.19355385634965694,0.20332895721408228,0.21741218828704434,0.2239943278768951,0.24262237963457978,7552770295,7558845330,7565410111,7560785273,7563865526,7560627168
0,7565646856,7565646856,7561629219,7565646591,7561592145,7561624149,7565647612,0.0,0.09536111191652241,0.1438260452694914,0.1516769094018544,0.15565619473128212,0.19118484537878822,7562471123,7554509444,7565667427,7565695339,7564805648,7563421785
0,7561602670,7561602670,7563142561,7549273309,7551799969,7558127686,7556499706,0.0,0.021085026372937188,0.09100981130342445,0.1260519975133092,0.19807466421594966,0.21176590674127138,7565573200,7553998749,7564500743,7564989437,7563408715,7564346712
0,7565647612,7565647612,7548992956,7565646856,7565646591,7561624149,7561592145,0.0,0.16417014536735075,0.19118484537878833,0.2158141564636029,0.23327517258246422,0.2424035714548639,7558722376,7563209728,7559250668,7565054478,7563059121,7564651480
0,7565646591,7565646591,7561624149,7561592145,7561629219,7565646856,7561634544,0.0,0.03352789439268555,0.11954618001575423,0.14271117990407012,0.14382604526949117,0.17158164479541405,7558722376,7554522787,7563209728,7559250668,7563059121,7564651480
0,7565644705,7565644705,7551206871,7549736290,7552253950,7565057640,7553702446,0.0,0.10823113845676502,0.11082197386176662,0.11298534149695727,0.11492427415403061,0.12134764240730023,7563855761,7562548827,7554016532,7564580384,7563023732,7563381379
0,7563481640,7563481640,7550963426,7551458505,7564582834,7557324649,7549289076,0.0,0.16836066549865802,0.1754758249468854,0.17648857883975977,0.18314872528869952,0.19977463925571504,7565436101,7565573200,7553998749,7564500743,7563643988,7564346712
0,7563489843,7563489843,7563489134,7557329509,7560680547,7557233184,7557615472,0.0,0.16649427910324255,0.16708262252903172,0.18371807017418484,0.1899246471404441,0.2292413863278816,7565302466,7565676662,7565515560,7564095098,7561278094,7564851732
0,7564651480,7564651480,7564000113,7557581820,7558475489,7565560931,7559688868,0.0,0.34146729007342735,0.3630039532128472,0.36948403602252433,0.3727651822528105,0.3756100627074924,7564564107,7562583008,7562648118,7561859932,7560034704,7554733142
0,7563121289,7565548873,7563421785,7556602192,7563121289,7565365159,7559776293,0.0,0.0,0.0,0.0,0.18153186668953403,0.20631589584151566,7561830060,7565302466,7565676662,7557415015,7565515560,7565647612
0,7562922759,7562661337,7554656633,7562922759,7547545835,7547611538,7561482601,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.12575590493981137,0.1833937527864027,0.22302175242262834,7565307296,7565120349,7556877408,7562763768,7556575702,7563563838
0,7562546352,7562546352,7565449954,7564618936,7553367683,7558477011,7559688868,0.0,0.16520468014627676,0.24629473260361456,0.2940057230506369,0.3100613844145522,0.34404493480605103,7564918060,7554770882,7565430507,7561418687,7556602192,7557968401
0,7565627600,7565627600,7557345752,7558175562,7552624044,7550029700,7549155619,0.0,0.2110048532646387,0.22580793299288393,0.323384275028905,0.3432700052881539,0.34929767693188696,7564423881,7564160634,7558175562,7562402463,7561678508,7554240494
0,7559903845,7559903845,7556537632,7562364906,7563284074,7557094727,7557785624,0.0,0.2517602159075364,0.35421293259511377,0.411247604510081,0.4177943490629933,0.44509602755700217,7561486617,7565080144,7563574965,7564500743,7565129151,7563866812
0,7560115741,7560115741,7557154479,7560401428,7565410111,7565612050,7561162556,0.0,0.176143233886769,0.20625543793327505,0.21182482246334566,0.21235418493115588,0.21421373206696226,7562471123,7564564107,7562583008,7557337361,7553980497,7562966526
0,7565610459,7565610459,7557785624,7560612573,7563735088,7553986589,7563284074,0.0,0.24649969581776865,0.27515775930254927,0.29080263601985024,0.30518335136964125,0.318572987259543,7562953527,7557329509,7552387918,7562827584,7557114698,7559237610
0,7565612050,7565612050,7546056562,7560115741,7562434777,7552831427,7565656259,1.1102230246251565e-16,0.09486288600891346,0.21235418493115588,0.214500109371751,0.2223689763836696,0.22399432787689533,7563283784,7564091716,7564773466,7560189966,7565465089,7565344429
0,7560612573,7560612573,7565610459,7563284074,7553986589,7550048519,7558165262,1.1102230246251565e-16,0.27515775930254927,0.3329624277941816,0.34428552368553,0.3718962540620834,0.37227328186192143,7563754069,7563495310,7561809950,7564493959,7564357716,7564851732
0,7561418687,7561859932,7561418687,7543238033,7552405967,7560138043,7564564507,0.0,0.0,0.18274849673263138,0.1981846870701337,0.21053225625370398,0.2357708071263943,7563983634,7564200054,7554935286,7559385650,,
0,7564495026,7564495026,7564493959,7563431884,7563459980,7552961242,7553443164,0.0,0.09506247779922083,0.12762129656441146,0.1998077769724751,0.20338799607689295,0.2743091512556646,7565612050,7565142463,7558621837,7560921764,7561859211,7563328819
0,7565573200,7565573200,7556341196,7561466881,7564805648,7556191663,7548003622,0.0,0.06215701131113782,0.12696019641076683,0.12809436947556396,0.14910255482193957,0.1812328427547123,7563283784,7563855761,7554016532,7564580384,7563023732,7563381379
0,7565561061,7565561061,7559478745,7559697618,7563284074,7558722376,7562471123,0.0,0.23853868102246434,0.2501198481156708,0.2772508361564724,0.294380749987067,0.318143563779515,7559802437,7562872727,7558845330,7564805648,7565070087,7555897582
0,7565560931,7565560931,7560349752,7565561061,7557581820,7562252036,7559478745,2.220446049250313e-16,0.24131178316379365,0.3355098741048499,0.3414372255264728,0.3540350981384166,0.3551774986323545,7563232871,7562684017,7562648118,7561859932,7561708566,7554733142
0,7557337361,7557337361,7561629219,7565646856,7561592145,7564876988,7554169402,0.0,0.11066184190271577,0.20379091637619706,0.20930091860967093,0.2189520240967051,0.2717342001907449,7562546352,7554509444,7564618936,7565560931,7554408552,7561001022
0,7565548873,7565548873,7563421785,7556602192,7563121289,7565365159,7559776293,0.0,0.0,0.0,0.0,0.18153186668953403,0.20631589584151566,7561830060,7565302466,7565676662,7557415015,7565515560,7565647612
0,7559250668,7559250668,7542832719,7554973257,7564497476,7541211939,7562008222,3.3306690738754696e-16,0.06358441779132729,0.06358441779132729,0.0812807328977232,0.0812807328977232,0.08390539461082824,7562551476,7565610459,7563455693,7556229244,7560574126,7565465089
0,7564641862,7564641862,7557733576,7565365159,7559776293,7558633335,7558495826,2.220446049250313e-16,2.220446049250313e-16,0.1289562668074563,0.16124047813647124,0.1624097831543676,0.1624097831543676,7565420940,7557615472,7560921727,7560574037,7557038915,7565511706
0,7565544724,7565544724,7556824049,7555304101,7554142150,7559119167,7563106310,0.0,0.07551091446279479,0.11441896591390344,0.12236869226433156,0.12389298445641606,0.1296005799311274,7562104793,7564564107,7562583008,7557337361,7561168118,7559392238
0,7560574037,7560574037,7558761956,7561073962,7563803990,7560119970,7549258101,0.0,0.2648720145483199,0.2837756216349333,0.3068851211551964,0.3136346529434866,0.3254615230701715,7563846438,7564692903,7553983720,7561971033,7562289377,7563354682
0,7565515560,7565515560,7563554502,7564311234,7559056224,7564990440,7551761900,0.0,0.11290918295398944,0.12588416772418498,0.1344923971539902,0.13991087543310887,0.14016500730188342,7562104702,7562934090,7563982653,7560115311,7563676037,7562763768
0,7565511706,7565511706,7550629684,7554217637,7558064659,7561187074,7564281066,0.0,0.12738929872597482,0.13092384791800638,0.14033884472162306,0.1459940501106337,0.14626762891082223,7554770882,7559333199,7565651915,7564781376,7564281066,7558778441
0,7562932695,7562932695,7558206277,7561457036,7549070655,7550953619,7557050456,0.0,0.18244678483453458,0.22342159757330238,0.23256085597472642,0.25087146415571937,0.2645285049071747,7562471123,7565695339,7565667427,7561076681,7557324331,7564414109
0,7556575702,7556575702,7561130390,7561624394,7560001897,7559051487,7547366578,0.0,0.30080547407978586,0.3160531736890497,0.3282323110384444,0.3417689112724036,0.3508157068164499,7563282576,7565123209,7559155141,7561138504,7560978987,7564852220
0,7565490492,7565490492,7563282576,7565151597,7565155963,7547545835,7556836415,1.1102230246251565e-16,0.3034062968410165,0.3061468248837472,0.3212857314828863,0.32419950642289364,0.3337184278045958,7562471123,7565695339,7565667427,7564773707,7564805648,7563421785
0,7562277944,7562277944,7548001174,7556191663,7561466881,7565573200,7562082118,0.0,0.15281018066690277,0.16937263514453282,0.19759649281523828,0.20501731150745772,0.22159463155238412,7565673909,7563232871,7563626552,7555087486,7564958805,7561708566
0,7563421785,7565548873,7563421785,7556602192,7563121289,7565365159,7559776293,0.0,0.0,0.0,0.0,0.18153186668953403,0.20631589584151566,7561830060,7565302466,7565676662,7557415015,7565515560,7565647612
0,7564559029,7557603039,7560627168,7561687571,7558778441,7564559029,7565080144,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.3150361866846916,7565676662,7565666380,7560921708,7560574037,7562932695,7565490492
0,7558397636,7558397636,7546348933,7541211939,7564497476,7556285565,7559250668,0.0,0.0,0.011851353896920935,0.011851353896920935,0.01565844380517112,0.10448616007384937,7565610459,7555837994,7562551476,7565668065,7563877602,7565465089
0,7560962667,7560962667,7557126914,7563701943,7557324649,7563237480,7551260989,1.1102230246251565e-16,0.17524450983023077,0.1868885711777193,0.1963446938029244,0.19665653163981334,0.19746733677269412,7563855761,7562548827,7554016532,7564580384,7563023732,7563381379
0,7555164887,7555164887,7555419262,7552387918,7564479870,7565001712,7560849318,0.0,0.31682850726079936,0.37429577863879127,0.3857433940205133,0.39243214581913577,0.39989693435456153,7554812365,7559561276,7562917910,7565644705,7564479870,
0,7565468646,7565468646,7557771018,7565436101,7555308110,7556436610,7555505413,0.0,0.12583734564067095,0.14545710263965295,0.14599690131084542,0.14644267207928297,0.1471519060335974,7561418687,7553367683,7561687571,7564137352,7562647419,7561602670
0,7565465089,7565465089,7560772432,7558621837,7558622539,7558623281,7555080590,1.1102230246251565e-16,0.20163153656619937,0.246965837923667,0.25117740402889,0.25533744406792835,0.26853796202574787,7563855761,7562661337,7554016532,7564906523,7564580384,7563390241
0,7558002163,7558002163,7564100550,7550490021,7561177951,7562977137,7546983612,0.0,0.21441415669338715,0.22077395428290447,0.22389344566997993,0.22404567824165833,0.228498900380824,7562869669,7554437333,7561830060,7564834554,7563401513,7564980984
0,7554812365,7554812365,7564113327,7552440222,7555727498,7546665552,7558667460,0.0,0.21459128253816806,0.21996153311913846,0.22865054892967684,0.24754555504902598,0.25198026854503885,7564918060,7565430507,7561418687,7557733576,7556602192,7557968401
0,7565460332,7565460332,7561457036,7553984823,7563390241,7563392055,7553770720,0.0,0.3587641665122273,0.39670832419433466,0.40195443415722065,0.40725978462805845,0.41568445406407006,7563855761,7562548827,7554016532,7564580384,7563023732,7563381379
0,7565449954,7565449954,7562546352,7564618936,7557841862,7559688868,7565129151,1.1102230246251565e-16,0.16520468014627654,0.29624200924098987,0.40667498568817195,0.4076702734992198,0.4351059687243092,7564918060,7565430507,7561418687,7557733576,7556602192,7557968401
0,7560172644,7560172644,7563408715,7556467787,7563284074,7564692903,7565057609,2.220446049250313e-16,0.21056955090269858,0.2866219190900553,0.32019306320668384,0.34891932383257884,0.35711716870845345,7561171197,7564500743,7561602670,7563860049,,
0,7565441049,7565441049,7550862337,7559392238,7555080590,7564061840,7554517074,2.220446049250313e-16,0.06707548259856067,0.18042861244031494,0.21825849671108888,0.23246908452525106,0.23499824315614204,7563283784,7564091716,7565108445,7564773466,7564641862,7565465089
0,7565436101,7565436101,7550210270,7555308110,7550758214,7564591202,7550752627,0.0,0.12589648333795478,0.12729098104661696,0.12781026356493752,0.12850952257752646,0.13080705868565268,7562471123,7565695339,7565667427,7564773707,7564805648,7563421785
0,7565430507,7559223417,7565430507,7559222251,7549498122,7555036194,7563860049,0.0,0.0,8.784089610136547e-06,0.22858013814435052,0.3665010958820729,0.3674188969751284,7563546879,7563538577,7563718829,7564090148,7560050580,7563860049
0,7565429663,7565429663,7560740634,7561713513,7558649466,7557345752,7553557378,1.1102230246251565e-16,0.22716632444929108,0.3286493913637877,0.34092892609102043,0.3432499373738015,0.3461837639721579,7564423881,7565151597,7564160634,7562402463,7558175562,7561678508
0,7564564107,7564564107,7552513728,7556948072,7565359306,7559451038,7552093508,0.0,0.1189516827279915,0.21418083052377368,0.21510611104668753,0.21829782682267507,0.23221781729198443,7554770882,7562684017,7565136004,7560922083,7560978987,7563860049
0,7562583008,7562583008,7550207468,7554951005,7557324649,7549289076,7564582834,0.0,0.07658890014020092,0.15744287634883603,0.20318591506591033,0.21052140766570493,0.21276010383846422,7562872727,7562646293,7563890602,7563022975,7555897582,7559237610
0,7565420940,7565420940,7563390241,7554476877,7563282576,7565155963,7563836329,0.0,0.22813631433026238,0.270477816087886,0.35644118905497735,0.3609932114298078,0.36925355810766824,7553367683,7562647419,7564137352,7562763768,7561602670,7561917438
0,7565410111,7565410111,7557154479,7560115741,7562471123,7561149199,7542582416,0.0,0.18941768928769265,0.21182482246334566,0.21338128626915676,0.21925191670937638,0.22512780180627256,7561199704,7562684017,7562648118,7564732058,7561859932,7554733142
0,7556877408,7556877408,7560921727,7560921708,7552298732,7560922083,7538831307,0.0,4.209483531569802e-05,0.020184372488253333,0.043504425301267746,0.06851364447235686,0.09632852607872655,7564822426,7561738077,7565652541,7560589559,7562727701,7564958805
0,7557615472,7557615472,7538831307,7560922083,7557415015,7549455585,7541497677,0.0,0.07103747477525757,0.07832862926673223,0.1090321819967619,0.11294950989835595,0.11328125690331647,7564822426,7561738077,7565651915,7565652541,7560589559,7554155943
0,7560921727,7560921727,7556877408,7560921708,7552298732,7560922083,7538831307,2.220446049250313e-16,4.209483531569802e-05,0.019574524912358005,0.04361531383198214,0.06710470546795955,0.09557799500471653,7564822426,7561738077,7565652541,7560589559,7562727701,7564958805
0,7557415015,7557415015,7549463623,7560922083,7552298732,7541497677,7538831307,1.1102230246251565e-16,0.05318019150932973,0.05724296006041807,0.08355937889613141,0.09148644138170636,0.10685752883056476,7565302466,7565676662,7558495826,7563142561,7565515560,7564283037
0,7560921708,7560921708,7560921727,7556877408,7552298732,7560922083,7538831307,2.220446049250313e-16,0.019574524912358005,0.020184372488253333,0.0613569416640668,0.07361486988401267,0.10428165123660216,7564822426,7561738077,7565652541,7565659070,7560589559,7564958805
0,7560922083,7560922083,7552298732,7557415015,7541497677,7560921727,7556877408,1.1102230246251565e-16,0.026273658826624913,0.05724296006041796,0.06130922319957566,0.06710470546795932,0.06851364447235664,7563546879,7565652541,7564548602,7565659616,7560589559,7564559029
0,7560921764,7560921764,7549435874,7541497990,7560922083,7557615472,7557415015,1.1102230246251565e-16,0.07014934496654357,0.07559045429448552,0.11260531701004228,0.1165332828806529,0.1259323418645104,7564049587,7565080144,7563474860,7565658503,7564306155,7558972087
0,7560921791,7560921791,7564773466,7551604166,7564773707,7557415015,7546786784,0.0,0.1872263256205361,0.18773351142252548,0.19797488297102117,0.20462247860277305,0.2085413073528678,7563855761,7564822426,7554016532,7564580384,7554155943,7563023732
0,7563060119,7563060119,7564541875,7564237297,7563447612,7556289195,7545074442,0.0,0.24911858078236881,0.3531938363773137,0.3781538722011104,0.3882130574544378,0.42431622249676815,7559481536,7563643988,7565656259,7565646856,7564732058,7564091322
0,7564237297,7564237297,7564541875,7552113265,7561723344,7549070655,7552109616,0.0,0.12152809500093564,0.28998878801617434,0.29068768276277934,0.29089308062697694,0.29098856417722674,7562953527,7557329509,7552387918,7562827584,7557114698,7559237610
0,7564541875,7564541875,7564237297,7563060119,7549070655,7552113265,7552109616,2.220446049250313e-16,0.12152809500093564,0.24911858078236881,0.28831048345140153,0.2890860996227379,0.2897186532871564,7564171729,7559481536,7553770720,7565656259,7565646856,7564732058
0,7561543746,7561543746,7549070655,7563447612,7557050456,7559596159,7561961394,0.0,0.25111759138256506,0.26915293337005874,0.27004887127917876,0.27263799408351963,0.27435485138579585,7553367683,7564137352,7562647419,7564580384,7561602670,7561917438
0,7559987061,7559987061,7547954256,7552770295,7561109609,7557114744,7549094021,1.1102230246251565e-16,0.24593643557960554,0.32185715699272655,0.3282884917612895,0.33984291227153196,0.35580326556511743,7564200054,7563983634,7554935286,7556229244,7558633335,7559385650
0,7565365159,7565365159,7559776293,7558633335,7558495826,7564641862,7557733576,2.220446049250313e-16,0.11835604643109576,0.12717779764070858,0.12717779764070858,0.1289562668074563,0.1289562668074563,7561830060,7565676662,7565420940,7557615472,7565511706,7565647612
0,7565370529,7565370529,7560816881,7560666329,7560730965,7560675981,7560641297,0.0,0.310312733219964,0.337362940757856,0.34317380789983976,0.35341672368215127,0.3584196764943688,7554765065,7564549967,7553980497,7565646591,7563489843,7562399849
0,7564591202,7564591202,7562008222,7562987935,7564253043,7559250668,7557814562,2.220446049250313e-16,0.06380411210845383,0.09505726249394442,0.09818774998279611,0.1157676740915008,0.12490427312924257,7564393405,7559250668,7565054478,7565646591,7563381379,7563121289
0,7565359306,7565359306,7561723344,7564564107,7564618936,7556808384,7552513728,0.0,0.21050750341080615,0.21510611104668753,0.21524018554615565,0.23328486633080414,0.23926335363241225,7564071209,7565105015,7565410111,7560785273,7563643869,7563022975
0,7561278094,7561278094,7556862959,7551486130,7563846438,7560119970,7559639556,0.0,0.16589262161344376,0.24760513446174603,0.32227187817788505,0.3359878676465162,0.3611522124911506,7564773707,7557456319,7553982864,7559155141,7564728321,7565644705
0,7560050580,7560050580,7558756669,7554169402,7549449773,7563745310,7563883626,1.1102230246251565e-16,0.19720325098305613,0.2321400373702207,0.2817800683562619,0.2913166267177246,0.3446668384125271,7559561276,7565436101,7557988889,7554828595,7563643869,7560555412
0,7565344429,7565344429,7564852220,7557968401,7559596159,7562917910,7555843632,0.0,0.20443671141339137,0.21245886008153891,0.21844604113395616,0.2342310617786152,0.24705817330202262,7562471123,7564564107,7562583008,7557337361,7563481640,7562966526
0,7565328159,7565328159,7563846438,7564192374,7556688071,7564087671,7564000113,2.220446049250313e-16,0.258851156289152,0.2633118725725705,0.37051548160071834,0.39617948023170935,0.3970025601402568,7563855761,7562548827,7554016532,7564580384,7563023732,7563381379
0,7565321149,7565321149,7554390782,7556191663,7549253403,7555806151,7552241621,0.0,0.15107390129124687,0.1681540095878602,0.18168936784321899,0.20088205095033418,0.2219313053426597,7565429663,7562684017,7561708566,7564876988,7564346712,7563489843
0,7562934090,7562934090,7561095895,7565054478,7561350431,7564564507,7552488722,1.1102230246251565e-16,0.12705448676168185,0.2618758917527024,0.27117146781432877,0.2834900519148206,0.28867541031358,7563546879,7561199704,7560356873,7553984823,7559238164,7563860049
0,7565307296,7565307296,7558781857,7563882439,7549606937,7560642921,7563886145,0.0,0.1572749709099246,0.1834866095735359,0.19775431642271835,0.20224789503408236,0.21732540071683049,7563280254,7563289712,7559484696,7563237480,7564000113,7561168996
0,7565302466,7565302466,7545922780,7554240494,7545074442,7557876295,7546253164,2.220446049250313e-16,0.20760510633289786,0.24401225953606598,0.3413028847623578,0.3717307422284186,0.3808569717373246,7563836329,7565142463,7563754069,7563495310,7564493959,7563619911
0,7562987935,7562987935,7564253043,7542719471,7554437333,7557988889,7564591202,1.1102230246251565e-16,0.03495142887883207,0.0745951061342639,0.07486357325670878,0.07486357325670878,0.09505726249394442,7558722376,7563209728,7565054478,7559250668,7563059121,7564651480
0,7565300536,7562301648,7565695339,7565300536,7563460210,7563865526,7564906523,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,7563447612,7562734030,7563427409,,,
0,7562008222,7562008222,7564253043,7564591202,7559250668,7562987935,7554973257,0.0,0.06133015502796346,0.06380411210845405,0.08390539461082835,0.09994281717461606,0.10356375309124088,7564393405,7552770295,7559250668,7565646591,7563381379,7563121289
0,7562872727,7562872727,7563232871,7560034704,7564000113,7565106274,7555930302,2.220446049250313e-16,0.2106251010005863,0.2676744550496779,0.311330601021675,0.33379535400553584,0.3379172550844558,7562551476,7565651915,7564989437,7554155943,7563408715,7554738931
0,7565277525,7561633528,7563438962,7564534684,7561907252,7565277525,7564200054,0.0,0.0,0.0,0.0,0.0,0.0,7561708566,,,,,
0,7560154987,7560154987,7564616149,7556191663,7549253403,7559238164,7565321149,0.0,0.19245095204729568,0.20019251569653462,0.20749671598771424,0.21197977084087916,0.22597613366744307,7557329509,7557988889,7564095213,7564976737,7561708566,7562922759
0,7563538577,7563538577,7559389429,7564087671,7555295866,7560525796,7561457036,0.0,0.3947337859268638,0.43682632253755127,0.44401586885179256,0.4475435846652295,0.47095013947342956,7562546352,7554509444,7564618936,7565560931,7554408552,7561001022
0,7555687869,7555687869,7558556328,7539097330,7560088513,7552068872,7563720731,0.0,0.24861346855570832,0.2700621560057357,0.31822858447797486,0.3804522137150682,0.3954247449834374,7563106310,7564834554,7552753648,7564544132,7564559029,7560034704
0,7557003534,7557003534,7563839765,7560797719,7565659616,7563438962,7565277525,0.0,0.3462524322711099,0.4060160846753753,0.4060160846753753,0.4060160846753753,0.4060160846753753,7565142463,7563519226,7563643869,7564493959,7563619911,7561859211
0,7560115311,7563448751,7561926510,7560115311,7559957741,7555095884,7556234558,0.0,0.0,0.0,0.0867619682927554,0.2408364823482595,0.2820137664599881,7565627600,7564049587,7563474860,7563643869,7562917910,7564963350
0,7564500743,7564500743,7563644199,7554522787,7565647612,7548992956,7557513087,1.1102230246251565e-16,0.14280892843484194,0.19300401479409546,0.2428496618007615,0.24402670834977214,0.24661378200908268,7563289712,7559903845,7565627600,7564049587,7563474860,7559239074
0,7565242805,7565242805,7552880841,7561109609,7549094021,7547954256,7561830060,0.0,0.15802434241831087,0.15894038280923106,0.19047276003564317,0.1959601975698113,0.19663893594671644,7563983634,7564200054,7554935286,7559385650,,
0,7563455693,7563455693,7562487300,7552320004,7559051487,7557581820,7564000113,1.1102230246251565e-16,0.1794510600585515,0.2008645734179546,0.21068107406546155,0.21700273692733885,0.2364102370936575,7563855761,7562548827,7554016532,7564580384,7563023732,7563381379
0,7557114698,7557114698,7560785273,7563754326,7560589559,7557038915,7541355694,0.0,0.0,0.0,0.0,0.0,0.21638504748883192,7562402463,7565020034,7564548229,7562734030,7563643869,7558076436
0,7557038915,7557114698,7560785273,7563754326,7560589559,7557038915,7541355694,0.0,0.0,0.0,0.0,0.0,0.21638504748883192,7565429663,7562402463,7565020034,7564548229,7562734030,7558076436
0,7560589559,7557114698,7560785273,7563754326,7560589559,7557038915,7541355694,0.0,0.0,0.0,0.0,0.0,0.21638504748883192,7565429663,7562402463,7565020034,7564548229,7562734030,7558076436
0,7560785273,7557114698,7560785273,7563754326,7560589559,7557038915,7541355694,0.0,0.0,0.0,0.0,0.0,0.21638504748883192,7562402463,7565020034,7564548229,7562734030,7563643869,7558076436
0,7560574126,7560574126,7563866812,7561121156,7560862323,7557968401,7564237297,1.1102230246251565e-16,0.40168135547320893,0.41663276162557017,0.43107458846599533,0.4317519510860348,0.4391996654153163,7555837994,7565610459,7561130390,7563431884,7560189966,7564641862
0,7564493959,7564493959,7564495026,7563459980,7563431884,7552961242,7553443164,0.0,0.09506247779922083,0.14256378028597183,0.18882914744492796,0.25063215980087705,0.28847059288396737,7563554502,7562953527,7560115741,7560922083,7554828595,7563121289
0,7562289377,7562289377,7565668065,7562648118,7564840645,7562288084,7562647419,0.0,0.12791260239635172,0.12791260239635172,0.12791260239635172,0.12791260239635172,0.12791260239635172,7564423881,7564160634,7558175562,7562402463,7561678508,7554240494
